시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
서울,동대문구,기초,남자,85세이상,41 ,2 ,3 ,8 ,14 ,5 ,1 ,2 ,3 ,0 
서울,동대문구,기초,여자,65세미만,43 ,1 ,6 ,5 ,9 ,3 ,1 ,5 ,1 ,1 
서울,동대문구,기초,여자,65-69세,75 ,1 ,7 ,9 ,16 ,2 ,2 ,7 ,3 ,3 
서울,동대문구,기초,여자,70-74세,91 ,2 ,4 ,15 ,30 ,7 ,3 ,6 ,4 ,1 
서울,동대문구,기초,여자,75-79세,167 ,3 ,4 ,26 ,60 ,20 ,6 ,9 ,12 ,2 
서울,동대문구,기초,여자,80-84세,229 ,3 ,8 ,42 ,90 ,27 ,2 ,17 ,7 ,4 
서울,동대문구,기초,여자,85세이상,227 ,14 ,10 ,43 ,94 ,22 ,3 ,11 ,6 ,5 
서울,동대문구,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,동대문구,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,동대문구,의료,남자,75-79세,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
서울,동대문구,의료,남자,80-84세,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
서울,동대문구,의료,남자,85세이상,3 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
서울,동대문구,의료,여자,65세미만,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
서울,동대문구,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,동대문구,의료,여자,70-74세,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
서울,동대문구,의료,여자,75-79세,4 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 
서울,동대문구,의료,여자,80-84세,5 ,0 ,0 ,1 ,1 ,2 ,0 ,1 ,0 ,0 
서울,동대문구,의료,여자,85세이상,12 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
서울,동대문구,감경,남자,65세미만,43 ,5 ,2 ,14 ,11 ,3 ,1 ,0 ,0 ,0 
서울,동대문구,감경,남자,65-69세,60 ,6 ,4 ,17 ,17 ,7 ,2 ,2 ,1 ,0 
서울,동대문구,감경,남자,70-74세,93 ,6 ,7 ,22 ,35 ,16 ,3 ,2 ,0 ,0 
서울,동대문구,감경,남자,75-79세,84 ,2 ,7 ,21 ,29 ,16 ,3 ,2 ,1 ,0 
서울,동대문구,감경,남자,80-84세,124 ,8 ,5 ,27 ,47 ,22 ,7 ,2 ,2 ,0 
서울,동대문구,감경,남자,85세이상,135 ,4 ,10 ,31 ,63 ,19 ,4 ,0 ,1 ,0 
서울,동대문구,감경,여자,65세미만,24 ,4 ,2 ,7 ,4 ,3 ,0 ,1 ,0 ,0 
서울,동대문구,감경,여자,65-69세,57 ,9 ,4 ,18 ,18 ,1 ,2 ,1 ,0 ,0 
서울,동대문구,감경,여자,70-74세,96 ,7 ,5 ,24 ,30 ,7 ,10 ,3 ,0 ,0 
서울,동대문구,감경,여자,75-79세,236 ,21 ,10 ,38 ,116 ,28 ,3 ,4 ,0 ,1 
서울,동대문구,감경,여자,80-84세,364 ,24 ,27 ,71 ,171 ,38 ,13 ,6 ,1 ,0 
서울,동대문구,감경,여자,85세이상,581 ,36 ,51 ,187 ,229 ,53 ,6 ,5 ,0 ,0 
서울,중랑구,일반,남자,65세미만,87 ,5 ,3 ,11 ,10 ,1 ,1 ,19 ,5 ,6 
서울,중랑구,일반,남자,65-69세,152 ,6 ,8 ,28 ,38 ,4 ,0 ,14 ,12 ,7 
서울,중랑구,일반,남자,70-74세,220 ,7 ,17 ,55 ,33 ,9 ,3 ,24 ,10 ,5 
서울,중랑구,일반,남자,75-79세,293 ,16 ,17 ,63 ,81 ,21 ,0 ,18 ,11 ,7 
서울,중랑구,일반,남자,80-84세,387 ,14 ,24 ,90 ,113 ,30 ,6 ,22 ,11 ,7 
서울,중랑구,일반,남자,85세이상,380 ,16 ,26 ,82 ,116 ,34 ,11 ,19 ,12 ,1 
서울,중랑구,일반,여자,65세미만,79 ,4 ,6 ,11 ,8 ,5 ,0 ,11 ,3 ,6 
서울,중랑구,일반,여자,65-69세,192 ,7 ,11 ,33 ,34 ,4 ,4 ,20 ,11 ,11 
서울,중랑구,일반,여자,70-74세,295 ,5 ,9 ,44 ,62 ,19 ,8 ,34 ,14 ,6 
서울,중랑구,일반,여자,75-79세,646 ,16 ,40 ,108 ,182 ,44 ,19 ,50 ,42 ,11 
서울,중랑구,일반,여자,80-84세,919 ,30 ,55 ,189 ,292 ,70 ,24 ,49 ,34 ,9 
서울,중랑구,일반,여자,85세이상,934 ,44 ,90 ,267 ,329 ,45 ,14 ,22 ,17 ,6 
서울,중랑구,기초,남자,65세미만,148 ,9 ,7 ,30 ,49 ,7 ,4 ,14 ,8 ,5 
서울,중랑구,기초,남자,65-69세,170 ,6 ,7 ,28 ,56 ,9 ,1 ,18 ,8 ,11 
서울,중랑구,기초,남자,70-74세,125 ,3 ,9 ,22 ,50 ,8 ,0 ,7 ,4 ,5 
서울,중랑구,기초,남자,75-79세,107 ,3 ,7 ,25 ,34 ,6 ,1 ,12 ,3 ,5 
서울,중랑구,기초,남자,80-84세,79 ,5 ,6 ,17 ,25 ,5 ,0 ,5 ,2 ,5 
서울,중랑구,기초,남자,85세이상,59 ,1 ,7 ,9 ,23 ,2 ,2 ,5 ,4 ,0 
서울,중랑구,기초,여자,65세미만,70 ,8 ,4 ,17 ,23 ,1 ,1 ,5 ,2 ,2 
서울,중랑구,기초,여자,65-69세,137 ,9 ,5 ,29 ,34 ,4 ,3 ,19 ,9 ,3 
서울,중랑구,기초,여자,70-74세,134 ,4 ,8 ,25 ,47 ,6 ,2 ,7 ,6 ,4 
서울,중랑구,기초,여자,75-79세,263 ,5 ,22 ,66 ,75 ,19 ,2 ,15 ,13 ,4 
서울,중랑구,기초,여자,80-84세,317 ,22 ,32 ,79 ,101 ,23 ,5 ,13 ,4 ,6 
서울,중랑구,기초,여자,85세이상,466 ,44 ,74 ,126 ,159 ,17 ,7 ,7 ,5 ,2 
서울,중랑구,의료,남자,65세미만,2 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
서울,중랑구,의료,남자,65-69세,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,남자,70-74세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
서울,중랑구,의료,남자,75-79세,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,남자,80-84세,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,남자,85세이상,8 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
서울,중랑구,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,여자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,여자,70-74세,3 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 
서울,중랑구,의료,여자,75-79세,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,여자,80-84세,7 ,0 ,1 ,2 ,4 ,0 ,0 ,0 ,0 ,0 
서울,중랑구,의료,여자,85세이상,28 ,2 ,6 ,5 ,8 ,2 ,0 ,1 ,0 ,0 
서울,중랑구,감경,남자,65세미만,57 ,4 ,5 ,18 ,19 ,1 ,0 ,1 ,1 ,0 
서울,중랑구,감경,남자,65-69세,101 ,11 ,10 ,30 ,37 ,3 ,1 ,3 ,0 ,0 
서울,중랑구,감경,남자,70-74세,124 ,6 ,5 ,51 ,50 ,6 ,2 ,0 ,1 ,0 
서울,중랑구,감경,남자,75-79세,157 ,5 ,14 ,51 ,64 ,9 ,4 ,0 ,0 ,2 
서울,중랑구,감경,남자,80-84세,187 ,2 ,18 ,62 ,74 ,17 ,6 ,0 ,0 ,1 
서울,중랑구,감경,남자,85세이상,186 ,2 ,16 ,68 ,76 ,16 ,3 ,0 ,1 ,0 
서울,중랑구,감경,여자,65세미만,51 ,8 ,6 ,17 ,9 ,3 ,0 ,1 ,0 ,0 
서울,중랑구,감경,여자,65-69세,75 ,4 ,8 ,19 ,27 ,6 ,0 ,1 ,1 ,0 
서울,중랑구,감경,여자,70-74세,159 ,8 ,14 ,47 ,55 ,18 ,5 ,2 ,0 ,2 
서울,중랑구,감경,여자,75-79세,313 ,17 ,20 ,94 ,127 ,30 ,10 ,5 ,0 ,0 
서울,중랑구,감경,여자,80-84세,542 ,27 ,44 ,175 ,198 ,55 ,11 ,3 ,4 ,0 
서울,중랑구,감경,여자,85세이상,732 ,51 ,114 ,228 ,275 ,43 ,6 ,4 ,1 ,0 
서울,성북구,일반,남자,65세미만,61 ,7 ,1 ,12 ,11 ,0 ,0 ,5 ,7 ,1 
서울,성북구,일반,남자,65-69세,145 ,8 ,7 ,29 ,29 ,6 ,0 ,19 ,7 ,7 
서울,성북구,일반,남자,70-74세,203 ,14 ,14 ,44 ,55 ,10 ,1 ,15 ,7 ,4 
서울,성북구,일반,남자,75-79세,326 ,22 ,15 ,84 ,90 ,15 ,5 ,25 ,9 ,4 
서울,성북구,일반,남자,80-84세,511 ,17 ,41 ,136 ,168 ,34 ,7 ,26 ,11 ,6 
서울,성북구,일반,남자,85세이상,564 ,13 ,61 ,126 ,217 ,40 ,5 ,22 ,10 ,1 
서울,성북구,일반,여자,65세미만,74 ,9 ,3 ,11 ,5 ,4 ,1 ,14 ,6 ,3 
서울,성북구,일반,여자,65-69세,170 ,8 ,10 ,17 ,32 ,7 ,2 ,29 ,9 ,6 
서울,성북구,일반,여자,70-74세,359 ,19 ,21 ,45 ,77 ,19 ,8 ,39 ,15 ,6 
서울,성북구,일반,여자,75-79세,664 ,29 ,32 ,111 ,192 ,55 ,10 ,64 ,28 ,4 
서울,성북구,일반,여자,80-84세,1147 ,51 ,106 ,233 ,384 ,99 ,15 ,72 ,29 ,5 
서울,성북구,일반,여자,85세이상,1355 ,74 ,160 ,390 ,449 ,70 ,7 ,44 ,10 ,6 
서울,성북구,기초,남자,65세미만,89 ,7 ,6 ,20 ,16 ,3 ,0 ,8 ,4 ,5 
서울,성북구,기초,남자,65-69세,93 ,1 ,4 ,11 ,34 ,6 ,1 ,9 ,6 ,3 
서울,성북구,기초,남자,70-74세,69 ,3 ,6 ,7 ,21 ,5 ,0 ,8 ,6 ,1 
서울,성북구,기초,남자,75-79세,69 ,4 ,4 ,13 ,19 ,3 ,1 ,8 ,3 ,0 
서울,성북구,기초,남자,80-84세,62 ,3 ,4 ,17 ,22 ,7 ,0 ,7 ,0 ,0 
서울,성북구,기초,남자,85세이상,62 ,0 ,7 ,11 ,25 ,5 ,0 ,3 ,2 ,0 
서울,성북구,기초,여자,65세미만,32 ,6 ,2 ,9 ,6 ,1 ,0 ,2 ,0 ,1 
서울,성북구,기초,여자,65-69세,91 ,6 ,4 ,12 ,19 ,3 ,2 ,17 ,3 ,3 
서울,성북구,기초,여자,70-74세,88 ,1 ,4 ,15 ,27 ,3 ,0 ,6 ,7 ,1 
서울,성북구,기초,여자,75-79세,166 ,5 ,9 ,26 ,65 ,9 ,3 ,17 ,7 ,8 
서울,성북구,기초,여자,80-84세,236 ,4 ,22 ,62 ,91 ,16 ,3 ,11 ,4 ,3 
서울,성북구,기초,여자,85세이상,322 ,18 ,61 ,96 ,101 ,16 ,2 ,7 ,2 ,1 
서울,성북구,의료,남자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,성북구,의료,남자,70-74세,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,성북구,의료,남자,75-79세,2 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 
서울,성북구,의료,남자,80-84세,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
서울,성북구,의료,남자,85세이상,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
서울,성북구,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,성북구,의료,여자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,성북구,의료,여자,70-74세,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
서울,성북구,의료,여자,75-79세,4 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 
서울,성북구,의료,여자,80-84세,8 ,0 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,1 
서울,성북구,의료,여자,85세이상,22 ,3 ,4 ,6 ,4 ,1 ,0 ,1 ,0 ,0 
서울,성북구,감경,남자,65세미만,50 ,9 ,5 ,14 ,13 ,4 ,0 ,1 ,1 ,0 
서울,성북구,감경,남자,65-69세,65 ,8 ,6 ,16 ,30 ,4 ,0 ,0 ,0 ,0 
서울,성북구,감경,남자,70-74세,97 ,3 ,10 ,29 ,45 ,4 ,2 ,1 ,0 ,0 
서울,성북구,감경,남자,75-79세,148 ,7 ,13 ,47 ,57 ,14 ,2 ,1 ,1 ,0 
서울,성북구,감경,남자,80-84세,179 ,13 ,16 ,61 ,58 ,22 ,4 ,1 ,0 ,0 
서울,성북구,감경,남자,85세이상,174 ,5 ,19 ,50 ,71 ,19 ,4 ,0 ,1 ,0 
서울,성북구,감경,여자,65세미만,30 ,2 ,3 ,8 ,10 ,2 ,0 ,1 ,1 ,0 
서울,성북구,감경,여자,65-69세,51 ,5 ,7 ,15 ,19 ,2 ,1 ,1 ,0 ,0 
서울,성북구,감경,여자,70-74세,143 ,10 ,13 ,33 ,57 ,12 ,3 ,4 ,0 ,0 
서울,성북구,감경,여자,75-79세,314 ,23 ,35 ,87 ,108 ,27 ,3 ,6 ,3 ,1 
서울,성북구,감경,여자,80-84세,510 ,21 ,54 ,124 ,217 ,61 ,6 ,2 ,3 ,0 
서울,성북구,감경,여자,85세이상,786 ,47 ,111 ,269 ,294 ,44 ,3 ,3 ,0 ,0 
서울,강북구,일반,남자,65세미만,77 ,6 ,3 ,9 ,3 ,0 ,0 ,19 ,6 ,4 
서울,강북구,일반,남자,65-69세,118 ,4 ,5 ,22 ,18 ,2 ,0 ,21 ,4 ,10 
서울,강북구,일반,남자,70-74세,151 ,8 ,10 ,22 ,32 ,3 ,4 ,23 ,7 ,2 
서울,강북구,일반,남자,75-79세,244 ,7 ,11 ,44 ,72 ,16 ,5 ,23 ,16 ,3 
서울,강북구,일반,남자,80-84세,333 ,7 ,17 ,66 ,94 ,27 ,11 ,25 ,12 ,7 
서울,강북구,일반,남자,85세이상,346 ,8 ,26 ,72 ,119 ,34 ,7 ,15 ,13 ,4 
서울,강북구,일반,여자,65세미만,45 ,3 ,1 ,4 ,7 ,2 ,1 ,7 ,2 ,3 
서울,강북구,일반,여자,65-69세,145 ,5 ,7 ,21 ,17 ,2 ,2 ,19 ,14 ,6 
서울,강북구,일반,여자,70-74세,275 ,8 ,14 ,30 ,46 ,10 ,7 ,36 ,23 ,4 
서울,강북구,일반,여자,75-79세,483 ,12 ,26 ,63 ,117 ,39 ,21 ,60 ,27 ,7 
서울,강북구,일반,여자,80-84세,795 ,25 ,48 ,149 ,252 ,72 ,35 ,60 ,24 ,10 
서울,강북구,일반,여자,85세이상,776 ,28 ,60 ,180 ,261 ,58 ,20 ,42 ,14 ,4 
서울,강북구,기초,남자,65세미만,112 ,7 ,5 ,18 ,24 ,6 ,3 ,17 ,7 ,7 
서울,강북구,기초,남자,65-69세,151 ,6 ,11 ,20 ,35 ,7 ,4 ,20 ,12 ,9 
서울,강북구,기초,남자,70-74세,103 ,3 ,8 ,15 ,31 ,3 ,2 ,8 ,6 ,4 
서울,강북구,기초,남자,75-79세,91 ,3 ,2 ,12 ,29 ,8 ,3 ,6 ,7 ,5 
서울,강북구,기초,남자,80-84세,90 ,2 ,3 ,17 ,29 ,11 ,3 ,5 ,3 ,4 
서울,강북구,기초,남자,85세이상,70 ,5 ,4 ,11 ,27 ,9 ,3 ,2 ,5 ,0 
서울,강북구,기초,여자,65세미만,52 ,2 ,6 ,4 ,13 ,1 ,1 ,11 ,3 ,4 
서울,강북구,기초,여자,65-69세,95 ,2 ,2 ,15 ,29 ,6 ,1 ,12 ,7 ,5 
서울,강북구,기초,여자,70-74세,159 ,5 ,8 ,21 ,55 ,8 ,4 ,16 ,11 ,3 
서울,강북구,기초,여자,75-79세,195 ,5 ,7 ,24 ,77 ,16 ,4 ,19 ,14 ,4 
서울,강북구,기초,여자,80-84세,296 ,6 ,19 ,51 ,122 ,25 ,11 ,15 ,10 ,4 
서울,강북구,기초,여자,85세이상,338 ,14 ,25 ,81 ,150 ,28 ,3 ,8 ,7 ,2 
서울,강북구,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,강북구,의료,남자,75-79세,3 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 
서울,강북구,의료,남자,80-84세,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
서울,강북구,의료,남자,85세이상,3 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
서울,강북구,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,강북구,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,강북구,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,강북구,의료,여자,75-79세,6 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2 ,0 
서울,강북구,의료,여자,80-84세,6 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,1 ,0 
서울,강북구,의료,여자,85세이상,22 ,0 ,2 ,3 ,11 ,3 ,0 ,1 ,1 ,0 
서울,강북구,감경,남자,65세미만,35 ,4 ,6 ,10 ,8 ,0 ,0 ,2 ,0 ,2 
서울,강북구,감경,남자,65-69세,70 ,3 ,8 ,23 ,24 ,5 ,1 ,1 ,1 ,0 
서울,강북구,감경,남자,70-74세,92 ,4 ,12 ,26 ,35 ,11 ,2 ,0 ,1 ,0 
서울,강북구,감경,남자,75-79세,146 ,3 ,8 ,38 ,68 ,20 ,6 ,1 ,1 ,0 
서울,강북구,감경,남자,80-84세,168 ,6 ,15 ,36 ,81 ,16 ,7 ,1 ,1 ,0 
서울,강북구,감경,남자,85세이상,146 ,3 ,14 ,41 ,59 ,19 ,5 ,0 ,0 ,0 
서울,강북구,감경,여자,65세미만,36 ,4 ,1 ,14 ,7 ,2 ,2 ,0 ,1 ,0 
서울,강북구,감경,여자,65-69세,63 ,6 ,4 ,19 ,24 ,4 ,2 ,0 ,0 ,1 
서울,강북구,감경,여자,70-74세,154 ,7 ,11 ,25 ,75 ,16 ,8 ,4 ,1 ,1 
서울,강북구,감경,여자,75-79세,298 ,16 ,15 ,72 ,124 ,41 ,12 ,2 ,1 ,4 
서울,강북구,감경,여자,80-84세,485 ,21 ,38 ,109 ,203 ,71 ,24 ,3 ,0 ,0 
서울,강북구,감경,여자,85세이상,633 ,28 ,72 ,208 ,245 ,48 ,14 ,2 ,5 ,0 
서울,도봉구,일반,남자,65세미만,68 ,2 ,4 ,7 ,11 ,3 ,0 ,12 ,7 ,4 
서울,도봉구,일반,남자,65-69세,120 ,2 ,4 ,21 ,23 ,7 ,1 ,22 ,7 ,3 
서울,도봉구,일반,남자,70-74세,166 ,5 ,7 ,36 ,43 ,4 ,3 ,21 ,11 ,2 
서울,도봉구,일반,남자,75-79세,267 ,6 ,16 ,46 ,74 ,16 ,8 ,25 ,9 ,5 
서울,도봉구,일반,남자,80-84세,387 ,11 ,23 ,68 ,135 ,42 ,12 ,23 ,16 ,0 
서울,도봉구,일반,남자,85세이상,408 ,10 ,18 ,63 ,138 ,45 ,10 ,29 ,15 ,10 
서울,도봉구,일반,여자,65세미만,59 ,6 ,4 ,6 ,10 ,3 ,1 ,7 ,7 ,5 
서울,도봉구,일반,여자,65-69세,158 ,9 ,6 ,18 ,19 ,7 ,3 ,26 ,7 ,3 
서울,도봉구,일반,여자,70-74세,271 ,10 ,13 ,33 ,56 ,9 ,5 ,30 ,16 ,9 
서울,도봉구,일반,여자,75-79세,507 ,14 ,19 ,68 ,123 ,27 ,19 ,57 ,20 ,16 
서울,도봉구,일반,여자,80-84세,852 ,26 ,56 ,157 ,287 ,65 ,31 ,61 ,25 ,12 
서울,도봉구,일반,여자,85세이상,1103 ,53 ,119 ,238 ,404 ,83 ,20 ,44 ,14 ,6 
서울,도봉구,기초,남자,65세미만,82 ,4 ,4 ,12 ,21 ,7 ,1 ,7 ,7 ,2 
서울,도봉구,기초,남자,65-69세,92 ,4 ,4 ,15 ,29 ,5 ,1 ,7 ,4 ,4 
서울,도봉구,기초,남자,70-74세,80 ,1 ,4 ,12 ,24 ,9 ,5 ,4 ,6 ,2 
서울,도봉구,기초,남자,75-79세,63 ,2 ,4 ,6 ,27 ,7 ,0 ,6 ,2 ,3 
서울,도봉구,기초,남자,80-84세,64 ,0 ,8 ,13 ,19 ,10 ,4 ,3 ,1 ,3 
서울,도봉구,기초,남자,85세이상,48 ,1 ,1 ,11 ,16 ,8 ,1 ,3 ,1 ,1 
서울,도봉구,기초,여자,65세미만,45 ,8 ,3 ,11 ,11 ,3 ,1 ,1 ,1 ,0 
서울,도봉구,기초,여자,65-69세,77 ,2 ,1 ,13 ,25 ,5 ,0 ,7 ,7 ,5 
서울,도봉구,기초,여자,70-74세,81 ,7 ,6 ,16 ,24 ,5 ,1 ,8 ,4 ,2 
서울,도봉구,기초,여자,75-79세,155 ,5 ,6 ,24 ,53 ,13 ,2 ,15 ,13 ,4 
서울,도봉구,기초,여자,80-84세,211 ,10 ,25 ,46 ,84 ,13 ,3 ,7 ,3 ,1 
서울,도봉구,기초,여자,85세이상,286 ,28 ,38 ,68 ,104 ,17 ,5 ,5 ,7 ,1 
서울,도봉구,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,남자,75-79세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,남자,80-84세,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,남자,85세이상,7 ,0 ,0 ,2 ,4 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,여자,70-74세,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
서울,도봉구,의료,여자,75-79세,4 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,1 ,0 
서울,도봉구,의료,여자,80-84세,9 ,0 ,0 ,2 ,5 ,0 ,0 ,0 ,0 ,0 
서울,도봉구,의료,여자,85세이상,22 ,4 ,2 ,8 ,6 ,0 ,0 ,1 ,0 ,0 
서울,도봉구,감경,남자,65세미만,35 ,0 ,2 ,12 ,9 ,1 ,0 ,3 ,1 ,0 
서울,도봉구,감경,남자,65-69세,54 ,2 ,3 ,16 ,22 ,4 ,0 ,2 ,1 ,1 
서울,도봉구,감경,남자,70-74세,104 ,5 ,2 ,38 ,42 ,7 ,3 ,0 ,0 ,0 
서울,도봉구,감경,남자,75-79세,148 ,4 ,7 ,44 ,64 ,15 ,5 ,2 ,2 ,0 
서울,도봉구,감경,남자,80-84세,177 ,6 ,13 ,55 ,62 ,27 ,7 ,2 ,0 ,1 
서울,도봉구,감경,남자,85세이상,175 ,3 ,17 ,45 ,74 ,22 ,3 ,4 ,0 ,1 
서울,도봉구,감경,여자,65세미만,34 ,5 ,2 ,8 ,9 ,2 ,0 ,1 ,0 ,0 
서울,도봉구,감경,여자,65-69세,52 ,11 ,5 ,9 ,14 ,6 ,0 ,1 ,0 ,0 
서울,도봉구,감경,여자,70-74세,115 ,9 ,8 ,26 ,49 ,10 ,2 ,1 ,2 ,0 
서울,도봉구,감경,여자,75-79세,289 ,21 ,26 ,69 ,102 ,36 ,12 ,3 ,5 ,1 
서울,도봉구,감경,여자,80-84세,515 ,24 ,36 ,132 ,225 ,57 ,14 ,6 ,3 ,0 
서울,도봉구,감경,여자,85세이상,851 ,65 ,122 ,239 ,331 ,62 ,17 ,3 ,3 ,0 
서울,노원구,일반,남자,65세미만,104 ,7 ,1 ,16 ,9 ,6 ,1 ,24 ,3 ,9 
서울,노원구,일반,남자,65-69세,135 ,7 ,4 ,23 ,34 ,5 ,2 ,9 ,10 ,5 
서울,노원구,일반,남자,70-74세,226 ,8 ,13 ,45 ,57 ,10 ,2 ,20 ,6 ,10 
서울,노원구,일반,남자,75-79세,312 ,9 ,17 ,56 ,104 ,34 ,5 ,20 ,6 ,3 
서울,노원구,일반,남자,80-84세,425 ,10 ,15 ,75 ,135 ,49 ,20 ,18 ,15 ,2 
서울,노원구,일반,남자,85세이상,456 ,11 ,24 ,101 ,166 ,55 ,8 ,11 ,11 ,5 
서울,노원구,일반,여자,65세미만,83 ,6 ,1 ,13 ,18 ,3 ,1 ,15 ,8 ,3 
서울,노원구,일반,여자,65-69세,204 ,9 ,12 ,30 ,35 ,2 ,2 ,20 ,16 ,3 
서울,노원구,일반,여자,70-74세,355 ,9 ,19 ,64 ,70 ,18 ,3 ,37 ,20 ,3 
서울,노원구,일반,여자,75-79세,693 ,29 ,27 ,98 ,181 ,56 ,28 ,67 ,23 ,10 
서울,노원구,일반,여자,80-84세,1062 ,34 ,66 ,158 ,355 ,135 ,32 ,71 ,35 ,15 
서울,노원구,일반,여자,85세이상,1472 ,61 ,108 ,295 ,569 ,139 ,30 ,79 ,28 ,5 
서울,노원구,기초,남자,65세미만,186 ,7 ,16 ,21 ,52 ,12 ,3 ,21 ,16 ,14 
서울,노원구,기초,남자,65-69세,216 ,7 ,6 ,29 ,62 ,21 ,1 ,27 ,25 ,8 
서울,노원구,기초,남자,70-74세,172 ,3 ,6 ,19 ,72 ,10 ,3 ,15 ,12 ,6 
서울,노원구,기초,남자,75-79세,160 ,1 ,6 ,21 ,61 ,21 ,4 ,10 ,9 ,5 
서울,노원구,기초,남자,80-84세,169 ,3 ,5 ,25 ,62 ,25 ,6 ,13 ,4 ,3 
서울,노원구,기초,남자,85세이상,113 ,0 ,8 ,23 ,41 ,11 ,4 ,1 ,3 ,4 
서울,노원구,기초,여자,65세미만,129 ,5 ,7 ,21 ,32 ,10 ,1 ,16 ,12 ,12 
서울,노원구,기초,여자,65-69세,226 ,5 ,7 ,35 ,65 ,7 ,7 ,31 ,21 ,10 
서울,노원구,기초,여자,70-74세,226 ,3 ,4 ,34 ,82 ,17 ,8 ,12 ,15 ,7 
서울,노원구,기초,여자,75-79세,388 ,14 ,12 ,49 ,169 ,40 ,8 ,19 ,14 ,4 
서울,노원구,기초,여자,80-84세,501 ,12 ,29 ,82 ,219 ,59 ,12 ,29 ,6 ,2 
서울,노원구,기초,여자,85세이상,578 ,28 ,40 ,135 ,239 ,64 ,9 ,16 ,5 ,3 
서울,노원구,의료,남자,65세미만,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
